,0
121838,0
121841,0
166211,0
121847,0
7386,0
4642,0
133163,0
121853,0
133161,0
166215,0
7382,0
174785,0
174784,0
166218,0
166219,0
7381,0
121871,0
261921,0
174768,0
121876,0
121877,0
121880,0
121834,0
174803,0
121832,0
121806,0
174828,0
166198,0
174827,0
121793,0
174824,0
121797,0
121798,0
166203,0
263932,0
7397,0
174818,0
121831,0
121809,0
121810,0
121811,0
174817,0
121817,0
174810,0
166208,0
7391,0
174805,0
121830,0
261923,0
166222,0
121887,0
121962,0
261934,0
121949,0
133121,0
121953,0
121954,0
7358,0
121956,0
174695,0
166242,0
174694,0
174691,0
4655,0
121966,0
121968,0
174685,0
133113,0
121973,0
133112,0
166250,0
166259,0
174667,0
174665,0
121944,0
261930,0
133150,0
121906,0
133148,0
121893,0
133147,0
121895,0
174753,0
121898,0
121900,0
7372,0
166231,0
133140,0
133139,0
4654,0
121907,0
4648,0
133137,0
174736,0
4649,0
121925,0
166235,0
7369,0
4652,0
121929,0
133183,0
166195,0
174836,0
174944,0
166136,0
174960,0
121636,0
133273,0
174958,0
121644,0
121645,0
166140,0
133263,0
174945,0
7429,0
174964,0
121659,0
121661,0
7427,0
174940,0
121664,0
133251,0
4618,0
4620,0
166160,0
174923,0
121632,0
121628,0
121681,0
174982,0
133298,0
175013,0
7447,0
121575,0
133293,0
121587,0
261878,0
263964,0
174989,0
121599,0
166127,0
263954,0
263963,0
121604,0
263962,0
263961,0
174978,0
166131,0
174977,0
174972,0
121621,0
263958,0
121677,0
121682,0
133193,0
166187,0
121729,0
133217,0
133215,0
174879,0
121736,0
7410,0
4625,0
166184,0
121748,0
174864,0
133208,0
166177,0
121757,0
174855,0
174854,0
4629,0
121763,0
121764,0
263939,0
174843,0
174842,0
121777,0
121728,0
121727,0
121684,0
133229,0
133243,0
166163,0
174915,0
121688,0
166167,0
166168,0
133236,0
121695,0
7421,0
261893,0
133228,0
121725,0
4622,0
7419,0
121706,0
121707,0
121708,0
166174,0
121712,0
133222,0
174895,0
174886,0
174663,0
121996,0
121997,0
174429,0
174444,0
132938,0
122289,0
122291,0
174441,0
132932,0
174436,0
132929,0
174433,0
132927,0
132925,0
261996,0
122307,0
132921,0
261999,0
166414,0
4706,0
122316,0
122317,0
122320,0
122322,0
174421,0
263892,0
122280,0
122329,0
174482,0
122227,0
132977,0
122233,0
122237,0
174484,0
166366,0
122241,0
4691,0
122245,0
7282,0
122249,0
122279,0
122256,0
174468,0
7279,0
122272,0
174456,0
166385,0
122274,0
132948,0
174455,0
7274,0
174418,0
132910,0
174497,0
174363,0
262008,0
122377,0
174372,0
122382,0
122384,0
262014,0
174365,0
122389,0
122390,0
132876,0
4717,0
132884,0
174362,0
7246,0
166455,0
166456,0
122402,0
166458,0
122404,0
174350,0
7244,0
174349,0
132883,0
7256,0
174411,0
263887,0
122334,0
174405,0
262000,0
166425,0
7264,0
263888,0
132905,0
122345,0
166432,0
166433,0
262003,0
4714,0
122355,0
132897,0
166436,0
174389,0
122360,0
122361,0
174387,0
4712,0
132890,0
174382,0
174494,0
261982,0
174657,0
261957,0
7335,0
166288,0
261953,0
7331,0
122064,0
122065,0
133069,0
261955,0
122070,0
133064,0
174603,0
261952,0
133060,0
7325,0
133056,0
4670,0
122089,0
261958,0
166300,0
122092,0
122098,0
174584,0
166287,0
166285,0
174580,0
166275,0
263922,0
122003,0
174654,0
4660,0
261944,0
174651,0
122011,0
122012,0
122016,0
4662,0
122025,0
122051,0
174644,0
7341,0
166276,0
174635,0
263920,0
174629,0
261949,0
122043,0
122047,0
174621,0
174581,0
122103,0
261981,0
122188,0
166340,0
174544,0
7310,0
122163,0
122165,0
174539,0
133002,0
122169,0
174538,0
122185,0
122189,0
122155,0
132997,0
122194,0
174513,0
4685,0
132991,0
122208,0
7298,0
122213,0
122218,0
7292,0
133008,0
122154,0
122111,0
166313,0
122112,0
122114,0
174564,0
174561,0
166302,0
7320,0
166310,0
174558,0
174556,0
263907,0
122134,0
122153,0
133030,0
133028,0
7317,0
133016,0
122144,0
122146,0
166330,0
133011,0
133009,0
122152,0
121570,0
175015,0
175016,0
133567,0
165915,0
120992,0
165917,0
120995,0
7589,0
121002,0
121003,0
121004,0
121005,0
121006,0
175444,0
120986,0
175439,0
121012,0
121014,0
261766,0
121019,0
121021,0
175432,0
133559,0
133556,0
175422,0
120990,0
120985,0
7580,0
165892,0
133615,0
264013,0
133611,0
120943,0
120945,0
165888,0
120947,0
175478,0
133604,0
7603,0
133600,0
4546,0
133596,0
165900,0
120969,0
133591,0
133590,0
165903,0
120975,0
133585,0
133579,0
261761,0
175419,0
121045,0
120931,0
133508,0
121117,0
175361,0
133514,0
7566,0
175355,0
175353,0
165966,0
121131,0
121132,0
261784,0
121137,0
121112,0
261787,0
264004,0
121144,0
121152,0
121154,0
175326,0
133505,0
133504,0
121161,0
7555,0
121115,0
133515,0
121046,0
133531,0
121049,0
165936,0
261773,0
133540,0
175405,0
133536,0
121069,0
175395,0
121074,0
121077,0
121079,0
165962,0
121082,0
175386,0
133527,0
175381,0
165956,0
121096,0
175376,0
121098,0
121099,0
121103,0
165883,0
165881,0
121168,0
133714,0
120770,0
165803,0
175589,0
261710,0
165805,0
133721,0
120781,0
120783,0
7652,0
175584,0
120789,0
175601,0
133712,0
175581,0
261712,0
120795,0
120798,0
7648,0
175570,0
175568,0
7645,0
7642,0
165802,0
120759,0
133704,0
133742,0
133754,0
165778,0
165779,0
261700,0
165782,0
7669,0
175628,0
165784,0
120727,0
133746,0
175623,0
261705,0
120732,0
7667,0
120744,0
120746,0
165793,0
120748,0
4509,0
165798,0
120755,0
120756,0
165815,0
120823,0
133621,0
133635,0
175518,0
133646,0
264022,0
120894,0
133644,0
175516,0
165865,0
264021,0
133637,0
175510,0
120906,0
133651,0
120908,0
133634,0
175503,0
133629,0
175500,0
175498,0
261746,0
133624,0
120927,0
165878,0
133649,0
133666,0
120833,0
175540,0
175549,0
175545,0
133691,0
7630,0
175542,0
165826,0
120849,0
4522,0
165834,0
261736,0
175535,0
120878,0
133679,0
261738,0
165841,0
175529,0
165842,0
165847,0
175526,0
261740,0
7619,0
261741,0
165981,0
121170,0
121566,0
7480,0
261847,0
133368,0
133367,0
121434,0
121435,0
4595,0
121438,0
166086,0
121449,0
133357,0
175100,0
7490,0
121459,0
263973,0
133354,0
133353,0
175090,0
175089,0
121467,0
133352,0
175086,0
7474,0
166075,0
121424,0
121474,0
166066,0
263980,0
175147,0
121391,0
175143,0
121395,0
7497,0
121401,0
121402,0
4588,0
175128,0
166070,0
7491,0
121410,0
4590,0
7494,0
263977,0
175127,0
166071,0
175122,0
121419,0
4592,0
121421,0
133350,0
175078,0
166058,0
7448,0
133324,0
121528,0
133319,0
4600,0
121531,0
175041,0
121537,0
7451,0
121540,0
121541,0
175030,0
121524,0
133305,0
121553,0
121554,0
121555,0
133303,0
121560,0
166116,0
263965,0
121562,0
175018,0
121526,0
133325,0
175074,0
166094,0
175071,0
7471,0
121482,0
175070,0
121484,0
133345,0
7469,0
133344,0
121487,0
121488,0
121494,0
133326,0
133341,0
121499,0
261860,0
121505,0
7460,0
166102,0
133336,0
121512,0
175049,0
133331,0
133394,0
175157,0
121175,0
4564,0
133476,0
175267,0
7533,0
261813,0
175249,0
121249,0
121252,0
4561,0
133470,0
166007,0
121255,0
175269,0
121256,0
133464,0
121259,0
133461,0
166010,0
261820,0
133458,0
166012,0
7524,0
4565,0
4557,0
121226,0
121277,0
7537,0
165983,0
7549,0
121180,0
165989,0
261801,0
165991,0
175296,0
7541,0
175293,0
121203,0
175286,0
165995,0
121210,0
133483,0
175282,0
121216,0
121217,0
261807,0
121221,0
121222,0
165994,0
261809,0
121276,0
121278,0
121377,0
175169,0
7512,0
166040,0
121340,0
121345,0
133415,0
175175,0
133414,0
121350,0
121352,0
121353,0
133412,0
121327,0
121360,0
166045,0
166046,0
166051,0
133407,0
166052,0
166055,0
121372,0
121373,0
133399,0
121329,0
133423,0
133448,0
166021,0
121280,0
121285,0
261823,0
261826,0
121291,0
175221,0
175220,0
121295,0
175218,0
133447,0
261832,0
166038,0
166026,0
133435,0
175209,0
4575,0
175206,0
175204,0
121321,0
175200,0
166034,0
263988,0
176836,0
119173,0
176838,0
261413,0
117018,0
117020,0
135921,0
8619,0
117022,0
164169,0
264442,0
178455,0
264441,0
178443,0
117040,0
117041,0
135897,0
178436,0
117049,0
178433,0
135892,0
117053,0
117054,0
164199,0
117057,0
164202,0
164205,0
261047,0
178463,0
117003,0
135954,0
164125,0
135964,0
164129,0
178500,0
116967,0
116969,0
135958,0
116975,0
135956,0
178486,0
116982,0
3958,0
178484,0
178482,0
178475,0
164135,0
135950,0
135948,0
8628,0
135947,0
3957,0
178466,0
164206,0
117061,0
178429,0
164247,0
135847,0
164230,0
264420,0
3991,0
135836,0
164244,0
3996,0
135827,0
117132,0
8590,0
117137,0
178381,0
164250,0
164251,0
178359,0
8589,0
135818,0
261072,0
178356,0
164254,0
178351,0
117152,0
135848,0
117109,0
135880,0
164216,0
135876,0
261060,0
117067,0
117069,0
178420,0
135872,0
164210,0
164212,0
135867,0
178411,0
3986,0
117108,0
135857,0
178405,0
8603,0
135854,0
117090,0
8599,0
178389,0
117097,0
178387,0
117103,0
178503,0
135968,0
8634,0
164069,0
178621,0
261004,0
178614,0
116825,0
8669,0
178605,0
8667,0
8665,0
178598,0
136030,0
116851,0
136032,0
261013,0
178587,0
164071,0
178585,0
8658,0
164076,0
8655,0
136020,0
3941,0
8654,0
116816,0
261002,0
178572,0
178642,0
260996,0
116763,0
116768,0
116770,0
136036,0
116773,0
178649,0
178648,0
178643,0
116782,0
164063,0
178629,0
260998,0
178639,0
116788,0
116790,0
164064,0
116794,0
178634,0
116799,0
116802,0
178630,0
3942,0
136012,0
164116,0
164107,0
164101,0
164103,0
164104,0
261022,0
178530,0
178529,0
135987,0
135985,0
178525,0
116935,0
178521,0
178533,0
264454,0
164115,0
261028,0
135978,0
8638,0
135976,0
116946,0
116949,0
178514,0
178513,0
116923,0
116921,0
116874,0
164095,0
116875,0
116878,0
261015,0
136010,0
178559,0
261017,0
136008,0
3947,0
164092,0
261018,0
178550,0
8644,0
136002,0
136001,0
116911,0
136000,0
178541,0
178540,0
3948,0
135998,0
164098,0
178537,0
3999,0
135812,0
178341,0
178187,0
178196,0
178192,0
117396,0
178190,0
135690,0
117399,0
117401,0
178188,0
117403,0
135688,0
178186,0
117388,0
117406,0
164340,0
178185,0
178184,0
135684,0
178183,0
178178,0
117418,0
178176,0
117421,0
178197,0
8527,0
117425,0
117368,0
264392,0
261112,0
264391,0
178227,0
264389,0
264388,0
178219,0
135698,0
117363,0
178216,0
117370,0
178200,0
164332,0
164334,0
117372,0
8529,0
164335,0
178206,0
178205,0
117380,0
178204,0
117382,0
117424,0
8522,0
117351,0
164378,0
117462,0
264380,0
135642,0
117469,0
178139,0
117475,0
117478,0
178135,0
135640,0
135633,0
164379,0
164369,0
135629,0
178128,0
117490,0
164382,0
264374,0
178127,0
164384,0
261125,0
178117,0
135621,0
178148,0
135649,0
178172,0
135665,0
117429,0
117430,0
178169,0
135680,0
264386,0
178165,0
178164,0
135666,0
8517,0
178162,0
135664,0
261122,0
117445,0
117446,0
135660,0
8515,0
178157,0
164364,0
117450,0
135655,0
135652,0
178152,0
117352,0
117349,0
135800,0
135766,0
117221,0
164281,0
135771,0
135769,0
117222,0
178308,0
178307,0
117225,0
117226,0
178306,0
8567,0
135781,0
4007,0
178304,0
117232,0
178303,0
164292,0
178300,0
117240,0
135758,0
117242,0
164295,0
135776,0
8570,0
117245,0
264414,0
178338,0
178335,0
117176,0
178334,0
178333,0
117180,0
178328,0
8580,0
117188,0
261079,0
178327,0
178309,0
117195,0
117196,0
117197,0
261080,0
261082,0
117204,0
135790,0
135787,0
178310,0
4002,0
178296,0
178295,0
117346,0
135722,0
117298,0
117299,0
117300,0
117307,0
178257,0
135725,0
117310,0
178254,0
117315,0
178252,0
178249,0
135730,0
135717,0
135713,0
117330,0
135712,0
8539,0
264394,0
117335,0
178233,0
178230,0
8536,0
8553,0
135731,0
135755,0
178276,0
135752,0
117253,0
117255,0
178287,0
261091,0
135749,0
264408,0
135743,0
117264,0
164303,0
117273,0
117293,0
117274,0
117275,0
178273,0
178272,0
8559,0
135736,0
135735,0
117285,0
178269,0
135733,0
260991,0
264461,0
116750,0
116134,0
3865,0
116114,0
116117,0
179141,0
136337,0
116123,0
8830,0
116128,0
179135,0
260874,0
179128,0
116106,0
179126,0
116141,0
260875,0
116143,0
179123,0
163850,0
163851,0
8825,0
179120,0
179115,0
163833,0
116104,0
163853,0
116083,0
116070,0
136369,0
179171,0
116075,0
179164,0
116079,0
163822,0
3854,0
116081,0
116082,0
116084,0
3858,0
136356,0
163828,0
116087,0
179162,0
163829,0
179160,0
260867,0
136353,0
136352,0
116095,0
179114,0
163854,0
116065,0
163882,0
3882,0
179051,0
136278,0
179050,0
116235,0
163875,0
116239,0
179041,0
136265,0
260901,0
163883,0
8806,0
163884,0
179024,0
260902,0
179021,0
179014,0
179012,0
179011,0
116281,0
163887,0
178997,0
8804,0
116223,0
116162,0
3878,0
163857,0
179105,0
260878,0
260879,0
3874,0
136304,0
260880,0
136302,0
179092,0
116184,0
136298,0
136288,0
116187,0
136297,0
163863,0
179082,0
116198,0
179078,0
260886,0
136291,0
116214,0
3880,0
260864,0
116064,0
116294,0
8880,0
115921,0
260834,0
115924,0
115925,0
179286,0
179282,0
179281,0
115933,0
163749,0
179269,0
115941,0
260833,0
163753,0
136454,0
136452,0
115947,0
115952,0
260838,0
115958,0
115960,0
115965,0
115966,0
136465,0
136473,0
163768,0
136487,0
136502,0
115861,0
260814,0
115869,0
115871,0
163723,0
115872,0
136490,0
179332,0
115877,0
115885,0
163734,0
115886,0
260825,0
115889,0
179320,0
179317,0
179315,0
115897,0
163731,0
179303,0
115911,0
179252,0
115974,0
116059,0
179200,0
116015,0
136403,0
136400,0
136397,0
116019,0
260856,0
8860,0
116025,0
136396,0
179205,0
179199,0
179226,0
116037,0
179196,0
179192,0
179189,0
136388,0
179185,0
8855,0
260861,0
163816,0
8851,0
136408,0
179227,0
163769,0
8866,0
136429,0
179246,0
179245,0
136428,0
136427,0
115986,0
260845,0
115988,0
179241,0
8867,0
179238,0
116005,0
179236,0
136424,0
163773,0
115997,0
163785,0
260848,0
136412,0
116003,0
163786,0
116004,0
116292,0
136252,0
178663,0
178754,0
164008,0
116601,0
178767,0
136099,0
116609,0
178763,0
178760,0
178757,0
116622,0
178755,0
116626,0
116592,0
136091,0
116631,0
136090,0
178747,0
116638,0
116640,0
136088,0
178741,0
136085,0
164022,0
136105,0
136106,0
164024,0
136124,0
264488,0
178817,0
260954,0
136126,0
264485,0
178812,0
8726,0
178809,0
178808,0
116553,0
3923,0
178775,0
264484,0
8720,0
3925,0
264483,0
264482,0
136110,0
116580,0
8716,0
164006,0
178777,0
164023,0
164028,0
163983,0
116724,0
178700,0
178699,0
116708,0
178697,0
178696,0
178695,0
178694,0
178693,0
8689,0
264467,0
136045,0
260979,0
116726,0
178685,0
116729,0
178681,0
178679,0
116737,0
178672,0
178671,0
8687,0
8686,0
116704,0
260977,0
164029,0
164046,0
164030,0
260974,0
8701,0
116664,0
116665,0
136067,0
164040,0
178725,0
8698,0
116672,0
178722,0
116696,0
116675,0
164049,0
136056,0
116680,0
164054,0
178716,0
136050,0
178709,0
116693,0
136048,0
116537,0
116534,0
116297,0
178927,0
136226,0
178945,0
178944,0
136223,0
116369,0
116370,0
178937,0
116372,0
116375,0
136219,0
260924,0
116352,0
163925,0
116389,0
136214,0
136213,0
8768,0
178913,0
178911,0
178909,0
178908,0
116408,0
178948,0
116351,0
260928,0
163902,0
136249,0
260906,0
260908,0
163891,0
163895,0
116307,0
8785,0
178980,0
163897,0
116316,0
264505,0
260912,0
116323,0
3894,0
116328,0
163914,0
178966,0
178965,0
178963,0
136230,0
116340,0
178955,0
163932,0
116412,0
136136,0
178848,0
116484,0
8748,0
116486,0
178854,0
264492,0
116488,0
136158,0
163965,0
178852,0
260945,0
116495,0
136165,0
116502,0
116504,0
8744,0
163977,0
116517,0
163981,0
178828,0
136139,0
260951,0
178823,0
136163,0
8750,0
116413,0
8756,0
116414,0
116419,0
8763,0
116423,0
116427,0
116428,0
116430,0
116433,0
116434,0
116438,0
116446,0
178858,0
178887,0
116453,0
178880,0
116459,0
178876,0
178873,0
136167,0
116469,0
116472,0
260940,0
117505,0
135616,0
8499,0
164846,0
118573,0
118576,0
135021,0
118580,0
177293,0
164843,0
118582,0
177292,0
177291,0
135017,0
135012,0
261320,0
164851,0
8223,0
8222,0
135007,0
118595,0
177286,0
177285,0
164858,0
118602,0
118606,0
118572,0
118570,0
134995,0
135038,0
118530,0
177327,0
177325,0
118538,0
118539,0
177321,0
118544,0
118545,0
118551,0
164830,0
135037,0
135030,0
118554,0
177309,0
118557,0
177307,0
135034,0
164834,0
4195,0
261318,0
177303,0
177300,0
261327,0
118611,0
135040,0
177195,0
118679,0
8190,0
8188,0
8186,0
118694,0
177203,0
177201,0
134956,0
118702,0
118703,0
118706,0
8192,0
8184,0
264244,0
134951,0
118713,0
8181,0
118715,0
177191,0
118721,0
134947,0
134946,0
118677,0
261342,0
261328,0
261337,0
8214,0
8213,0
8212,0
164865,0
118619,0
4205,0
164867,0
118631,0
118632,0
177259,0
177244,0
8196,0
134969,0
118655,0
261339,0
118659,0
177231,0
118665,0
164889,0
118668,0
8200,0
264245,0
177334,0
135041,0
177186,0
118390,0
118365,0
118367,0
177453,0
118372,0
118373,0
118375,0
118377,0
118381,0
118384,0
135106,0
264264,0
135114,0
135102,0
8265,0
177437,0
164784,0
118401,0
118403,0
164789,0
177425,0
135096,0
177420,0
118362,0
264271,0
135084,0
4174,0
135142,0
118328,0
177481,0
177479,0
135138,0
118334,0
135133,0
164757,0
135130,0
135127,0
164767,0
261290,0
177466,0
177462,0
118349,0
8275,0
135118,0
4175,0
177460,0
118356,0
8271,0
261288,0
164799,0
118417,0
135042,0
118495,0
4189,0
177373,0
135064,0
135061,0
164816,0
118483,0
261308,0
118486,0
118488,0
135054,0
8238,0
118465,0
177357,0
118501,0
177349,0
177347,0
261314,0
261316,0
264255,0
8231,0
118521,0
118522,0
177378,0
118462,0
8260,0
177398,0
177417,0
135081,0
4181,0
118424,0
135079,0
177409,0
118431,0
8256,0
118438,0
118440,0
118443,0
118460,0
177396,0
135077,0
264262,0
261299,0
118450,0
177385,0
264261,0
135071,0
118459,0
164806,0
118724,0
118726,0
118323,0
119064,0
165015,0
119046,0
165016,0
119050,0
165019,0
176933,0
119057,0
119060,0
119062,0
134773,0
8110,0
119039,0
134771,0
119067,0
134770,0
176921,0
8107,0
165023,0
119076,0
4263,0
261390,0
261391,0
119043,0
119036,0
165027,0
134794,0
134802,0
118986,0
118987,0
176996,0
165006,0
176989,0
4248,0
4250,0
118998,0
119003,0
4255,0
176946,0
176964,0
165012,0
176959,0
176956,0
8119,0
119023,0
119026,0
119028,0
264205,0
119034,0
176914,0
165030,0
134803,0
119148,0
176877,0
134729,0
119135,0
119137,0
165059,0
8086,0
8085,0
176865,0
165060,0
176862,0
119149,0
134733,0
119150,0
176859,0
176858,0
261406,0
261408,0
176849,0
119163,0
119167,0
119168,0
4272,0
176879,0
134734,0
261392,0
176904,0
119085,0
119087,0
4265,0
176909,0
4266,0
134761,0
261396,0
165037,0
134754,0
119095,0
165039,0
119129,0
165040,0
264202,0
119107,0
119111,0
165043,0
176890,0
4270,0
119115,0
165049,0
119125,0
118984,0
177002,0
118728,0
118828,0
8166,0
177140,0
8165,0
164950,0
164951,0
134883,0
118817,0
8162,0
4233,0
8158,0
177113,0
177146,0
177108,0
177103,0
177093,0
118849,0
118850,0
8156,0
4236,0
177087,0
164961,0
177083,0
261355,0
177150,0
134870,0
118755,0
134935,0
164914,0
118737,0
118738,0
164918,0
8175,0
164919,0
118747,0
261351,0
8171,0
118760,0
134891,0
118761,0
134913,0
4222,0
134908,0
118764,0
164929,0
118775,0
4223,0
118789,0
118791,0
177082,0
261365,0
118972,0
177027,0
134829,0
134827,0
8140,0
177039,0
118929,0
177037,0
164988,0
118934,0
118937,0
118939,0
8135,0
118922,0
8133,0
8132,0
134823,0
177021,0
134816,0
118960,0
264211,0
118962,0
177018,0
261376,0
177044,0
118920,0
118876,0
177059,0
118878,0
4238,0
164966,0
164967,0
177070,0
134855,0
118893,0
118895,0
164970,0
134845,0
134844,0
118918,0
177056,0
118905,0
134836,0
8145,0
264214,0
177052,0
118912,0
118913,0
118916,0
177048,0
177486,0
177488,0
117509,0
8421,0
117768,0
117771,0
135490,0
8427,0
164489,0
177926,0
177922,0
177918,0
261192,0
135485,0
261193,0
164487,0
8419,0
117792,0
117793,0
261194,0
117795,0
164493,0
164497,0
117813,0
264342,0
117815,0
117767,0
135493,0
164502,0
261178,0
135507,0
164475,0
177968,0
261177,0
117726,0
117727,0
164479,0
4077,0
4078,0
117729,0
177960,0
177935,0
117734,0
177954,0
177953,0
164481,0
4079,0
264351,0
117751,0
177943,0
117756,0
117760,0
135470,0
135463,0
177976,0
117903,0
117882,0
117883,0
117887,0
177830,0
135424,0
135421,0
177824,0
177819,0
261221,0
8383,0
117906,0
264334,0
117911,0
117914,0
164544,0
117916,0
117917,0
177809,0
117919,0
117920,0
135406,0
4109,0
117880,0
8392,0
117826,0
177871,0
4092,0
135459,0
117833,0
135452,0
135450,0
117839,0
117840,0
164516,0
8402,0
261208,0
135447,0
177853,0
8399,0
261210,0
135446,0
164520,0
117855,0
164524,0
135435,0
261211,0
117863,0
177854,0
177973,0
117712,0
117943,0
8481,0
164401,0
135596,0
178085,0
178081,0
117559,0
178080,0
135590,0
135587,0
264366,0
261140,0
178076,0
178088,0
135582,0
261142,0
117571,0
264364,0
117576,0
178072,0
135573,0
264362,0
261144,0
261147,0
178087,0
178089,0
117603,0
178101,0
178109,0
4046,0
178107,0
164395,0
135610,0
164397,0
117520,0
135607,0
135606,0
178103,0
135605,0
164400,0
178100,0
178099,0
8490,0
117534,0
117535,0
117537,0
178095,0
117540,0
117542,0
264368,0
178054,0
164427,0
135510,0
4073,0
135529,0
117668,0
178006,0
164456,0
261166,0
177999,0
117681,0
117682,0
177998,0
135525,0
177995,0
8454,0
117688,0
164457,0
8447,0
261168,0
117703,0
261172,0
4074,0
4076,0
135517,0
117710,0
135534,0
164448,0
117605,0
117645,0
4057,0
117616,0
8470,0
178043,0
135563,0
135561,0
178033,0
135558,0
178030,0
264358,0
117650,0
4070,0
117652,0
117653,0
261158,0
178017,0
117658,0
135541,0
117662,0
261159,0
261161,0
8455,0
135395,0
177790,0
164749,0
135219,0
164683,0
4150,0
135227,0
135226,0
135225,0
177582,0
135223,0
164689,0
177578,0
8306,0
264289,0
164682,0
135216,0
8303,0
118211,0
118214,0
135210,0
164702,0
118219,0
177560,0
118226,0
118228,0
177588,0
264292,0
4159,0
118157,0
118128,0
8321,0
177630,0
177629,0
118138,0
8320,0
164673,0
135258,0
177614,0
8316,0
164675,0
177597,0
8314,0
135250,0
118161,0
164679,0
177609,0
118166,0
135246,0
135245,0
135244,0
264294,0
118229,0
118234,0
8326,0
135157,0
177513,0
118284,0
118286,0
118287,0
135158,0
118293,0
118294,0
118296,0
261279,0
177503,0
177502,0
118280,0
164745,0
118303,0
177501,0
118309,0
135154,0
177497,0
135151,0
135150,0
118316,0
8281,0
8291,0
135160,0
164711,0
135172,0
118238,0
164715,0
164721,0
177548,0
164725,0
135178,0
177539,0
177538,0
177537,0
264278,0
135171,0
118276,0
177535,0
118260,0
177534,0
177532,0
118264,0
164738,0
118269,0
135164,0
118274,0
135161,0
118125,0
164670,0
117946,0
164597,0
135361,0
117992,0
4121,0
135352,0
4123,0
177754,0
135348,0
8355,0
118005,0
118006,0
118008,0
4118,0
135341,0
118012,0
261244,0
118017,0
261245,0
261246,0
135338,0
164609,0
118030,0
177731,0
164581,0
177763,0
135329,0
264319,0
164556,0
117948,0
177783,0
177781,0
117954,0
177778,0
177776,0
164557,0
135388,0
117961,0
117963,0
8365,0
177774,0
117965,0
135383,0
117967,0
177770,0
117970,0
8367,0
135379,0
164569,0
164573,0
164612,0
164618,0
135264,0
164658,0
177676,0
118088,0
118089,0
164643,0
135288,0
118091,0
264297,0
177667,0
164653,0
264296,0
118103,0
8339,0
118106,0
164662,0
4144,0
177651,0
135268,0
164667,0
177649,0
8330,0
164669,0
8327,0
261249,0
118078,0
8344,0
264302,0
135322,0
118044,0
264306,0
264305,0
177719,0
4133,0
135312,0
118056,0
164629,0
177708,0
118060,0
177685,0
118062,0
118063,0
118065,0
164631,0
135303,0
164632,0
261248,0
264300,0
135298,0
177688,0
122413,0
174345,0
122415,0
125768,0
170965,0
130464,0
6165,0
126877,0
170959,0
263480,0
126885,0
126886,0
170955,0
170954,0
262826,0
126898,0
168202,0
130454,0
168205,0
126904,0
126905,0
126907,0
126908,0
170944,0
170943,0
130449,0
170941,0
6167,0
126871,0
168194,0
130493,0
171002,0
5251,0
126817,0
262805,0
130501,0
126828,0
170991,0
168174,0
170989,0
168176,0
262816,0
126868,0
263486,0
6172,0
126848,0
130481,0
126853,0
126856,0
126857,0
170974,0
170970,0
130474,0
170936,0
5259,0
262836,0
126987,0
5267,0
130417,0
168246,0
130410,0
126978,0
170887,0
168254,0
6136,0
126982,0
126986,0
130402,0
5264,0
170880,0
262851,0
126996,0
5269,0
170873,0
262853,0
127002,0
130398,0
127006,0
168263,0
6140,0
168236,0
170932,0
126943,0
130446,0
168210,0
170925,0
170923,0
130441,0
130436,0
126934,0
130433,0
170920,0
126939,0
262842,0
6141,0
170903,0
130430,0
126952,0
126953,0
170900,0
126958,0
168232,0
5263,0
126964,0
6144,0
130507,0
171004,0
168165,0
5233,0
130616,0
262770,0
263501,0
130614,0
130613,0
6228,0
130602,0
130597,0
126652,0
130591,0
126659,0
130621,0
6220,0
262777,0
263497,0
130588,0
130587,0
126667,0
126670,0
126672,0
130583,0
126673,0
168086,0
171131,0
126677,0
126609,0
6248,0
126585,0
126586,0
126588,0
171164,0
168073,0
171159,0
171157,0
126603,0
171155,0
171149,0
130624,0
168076,0
171147,0
263503,0
130626,0
168083,0
171140,0
6239,0
126629,0
171135,0
262768,0
171103,0
263496,0
168164,0
168146,0
171045,0
168134,0
130549,0
126757,0
168135,0
168138,0
126762,0
130536,0
171035,0
262794,0
263488,0
126748,0
126774,0
6195,0
5248,0
126780,0
5250,0
6193,0
171025,0
168157,0
130512,0
126789,0
126749,0
5241,0
168112,0
126712,0
5236,0
171090,0
126693,0
168116,0
168118,0
262784,0
168121,0
126707,0
126708,0
130567,0
126716,0
126745,0
171072,0
168123,0
126721,0
171057,0
5239,0
5240,0
171053,0
6203,0
130555,0
171048,0
130390,0
263472,0
170862,0
5321,0
127286,0
170648,0
170646,0
127289,0
127290,0
130214,0
5319,0
170643,0
130207,0
127303,0
5323,0
170652,0
130190,0
6055,0
170629,0
130187,0
127319,0
127321,0
127322,0
262917,0
170622,0
127328,0
130219,0
262912,0
127331,0
170668,0
6070,0
130244,0
127249,0
170684,0
170683,0
6067,0
170677,0
130239,0
170673,0
130238,0
127269,0
127282,0
130234,0
130231,0
5314,0
170667,0
263430,0
170665,0
262909,0
130226,0
168367,0
127280,0
263425,0
263424,0
262900,0
263418,0
130143,0
170565,0
170563,0
170562,0
6031,0
130142,0
168431,0
262927,0
170551,0
130140,0
127407,0
130144,0
170536,0
6026,0
170529,0
262933,0
6023,0
130132,0
127426,0
127428,0
130129,0
127434,0
127384,0
6033,0
130169,0
127352,0
170621,0
127337,0
127341,0
6045,0
6044,0
127346,0
130164,0
170611,0
170610,0
130157,0
168422,0
130145,0
170606,0
127357,0
170597,0
